Id,Plant,Rework Station,Rework Activity,Defect Location,Defect Type,Pseudo Defect,Week,Rework Duration
82629,Sindelfingen,A0089,Polished,Glove compartment inner,Cable missing,0,12,1.0
82630,Sindelfingen,M8439,Part replaced,Digital dashboard left,Label missing,1,12,5.0
82631,Munich,A0087,Checked OK,Trunk inner upper,Polishing error,0,11,5.0
82632,Ingolstadt,S3513,Polished,Digital dashboard middle,Elektriks defect,1,8,1.0
82633,Ingolstadt,A0089,Polished,Tailgate front,Clip loose,0,9,1.0
82634,Munich,A0089,Polished,Glove compartment inner,Clip loose,0,4,300.0
82635,Munich,M7120,Part replaced,Digital dashboard middle,Part missing,0,5,1.0
82636,Munich,S4213,Part replaced,Nothing specified,Scratch,0,10,15.0
82637,Munich,SP8471,Part replaced,Digital dashboard middle,Part sticks out,0,8,1.0
82638,Munich,S9845,Grinded,Windscreen,Elektriks defect,0,10,1.0
82639,Ingolstadt,A0100,Cleaned,Seat back left,Elektriks defect,0,3,60.0
82640,Ingolstadt,SP8471,Part replaced,Digital dashboard left,Part sticks out,1,7,1.0
82641,Munich,M7519,Cleaned,Drivers seat,Scratch,0,3,5.0
82642,Munich,A0100,Polished,Tailgate front,Part missing,0,5,90.0
82643,Munich,M3471,Polished,Trunk inner left,Paint drops,0,10,1.0
82644,Munich,S5123,Polished,Drivers seat,Label missing,0,1,10.0
82645,Ingolstadt,A0089,Part replaced,Seat back left,Part missing,0,4,8.0
82646,Ingolstadt,S9845,Cleaned,Roof liner right,Cable missing,0,4,5.0
82647,Sindelfingen,A0087,Cleaned,Windscreen,Polishing error,1,8,1.0
82648,Ingolstadt,SP8471,Grinded,Trunk inner upper,Part missing,0,6,5.0
82649,Sindelfingen,A0021,Polished,Front door right,Scratch,1,10,1.0
82650,Ingolstadt,A0003,Part replaced,Trunk inner left,Part sticks out,0,14,1.0
82651,Sindelfingen,A0087,Polished,Trunk inner upper,Scratch,1,6,15.0
82652,Munich,A0089,Checked OK,Glove compartment inner,Scratch,0,13,1.0
82653,Sindelfingen,S3513,Cleaned,Digital dashboard middle,Scratch,0,11,30.0
82654,Munich,SP8471,Part replaced,Glove compartment inner,Dent,1,1,5.0
82655,Munich,A0008,Polished,Front door right,Part missing,1,2,5.0
82656,Sindelfingen,A0089,Checked OK,Front door right,Elektriks defect,0,9,1.0
82657,Munich,A0100,Checked OK,Trunk inner upper,Part sticks out,0,2,1.0
82658,Munich,A0003,Polished,Digital dashboard middle,Cable missing,0,1,160.0
82659,Sindelfingen,A0100,Grinded,Trunk inner upper,Elektriks defect,0,7,30.0
82660,Ingolstadt,M4719,Checked OK,Seat back left,Polishing error,0,13,10.0
82661,Sindelfingen,A0008,Part replaced,Seat back left,Scratch,0,5,1.0
82662,Munich,S9845,Dent repaired,Windscreen,Scratch,1,2,30.0
82663,Munich,S9845,Checked OK,Digital dashboard middle,Elektriks defect,1,14,10.0
82664,Sindelfingen,SP8471,Part replaced,Digital dashboard left,Clip loose,0,6,20.0
82665,Munich,S9845,Grinded,Windscreen,Clip loose,0,6,5.0
82666,Sindelfingen,SP8471,Grinded,Tailgate front,Scratch,0,2,1.0
82667,Munich,S9845,Polished,Drivers seat,Paint drops,0,8,1.0
82668,Munich,A0021,Polished,Windscreen,Dirt,1,7,1.0
82669,Ingolstadt,S3513,Polished,Windscreen,Polishing error,0,4,30.0
82670,Munich,A0100,Polished,Seat back left,Paint drops,0,14,300.0
82671,Munich,S3513,Polished,Drivers seat,Polishing error,1,5,10.0
82672,Sindelfingen,M8439,Grinded,Roof liner right,Clip loose,1,7,1.0
82673,Munich,A0008,Cleaned,Windscreen,Clip loose,1,11,15.0
82674,Munich,S9845,Part replaced,Glove compartment inner,Cable missing,0,1,40.0
82675,Ingolstadt,S5123,Part replaced,Nothing specified,Elektriks defect,1,3,30.0
82676,Sindelfingen,S4213,Checked OK,Nothing specified,Part sticks out,0,9,30.0
82677,Ingolstadt,A0100,Checked OK,Drivers seat,Cable missing,1,3,25.0
82678,Sindelfingen,A0089,Grinded,Digital dashboard middle,Part missing,1,6,40.0
82679,Sindelfingen,S3513,Checked OK,Drivers seat,Elektriks defect,0,5,1.0
82680,Sindelfingen,S9842,Dent repaired,Nothing specified,Elektriks defect,0,7,255.0
82681,Sindelfingen,S3513,Part replaced,Digital dashboard left,Clip loose,0,9,1.0
82682,Munich,M8439,Polished,Roof liner right,Polishing error,0,14,1.0
82683,Ingolstadt,SP8471,Part replaced,Windscreen,Polishing error,1,9,5.0
82684,Ingolstadt,S9842,Part replaced,Trunk inner upper,Scratch,0,5,1.0
82685,Munich,A0100,Part replaced,Glove compartment inner,Cable missing,0,12,40.0
82686,Munich,A0021,Checked OK,Trunk inner upper,Paint drops,0,1,1.0
82687,Sindelfingen,S9845,Dent repaired,Front door right,Polishing error,1,1,8.0
82688,Ingolstadt,S3513,Part replaced,Tailgate front,Cable missing,0,8,1.0
82689,Munich,A0100,Polished,Front door right,Cable missing,0,5,1.0
82690,Sindelfingen,A0003,Grinded,Trunk inner upper,Scratch,1,9,1.0
82691,Sindelfingen,SP8471,Dent repaired,Windscreen,Clip loose,1,10,20.0
82692,Ingolstadt,M9348,Part replaced,Trunk inner upper,Dirt,1,4,1.0
82693,Ingolstadt,A0087,Part replaced,Digital dashboard middle,Clip loose,1,7,10.0
82694,Ingolstadt,SP8471,Grinded,Nothing specified,Dirt,1,2,20.0
82695,Munich,S9845,Cleaned,Nothing specified,Part missing,1,14,40.0
82696,Ingolstadt,A0021,Cleaned,Digital dashboard middle,Screw loose,0,14,1.0
82697,Munich,SP8471,Polished,Trunk inner upper,Dent,0,6,30.0
82698,Sindelfingen,S3513,Cleaned,Digital dashboard left,Paint drops,0,10,120.0
82699,Ingolstadt,SP8471,Grinded,Drivers seat,Cable missing,0,2,1.0
82700,Sindelfingen,A0021,Grinded,Glove compartment inner,Clip loose,0,4,45.0
82701,Munich,S3513,Grinded,Windscreen,Elektriks defect,0,13,1.0
82702,Munich,S4213,Polished,Front door right,Scratch,0,11,20.0
82703,Sindelfingen,A0100,Part replaced,Windscreen,Paint drops,0,12,1.0
82704,Sindelfingen,S3513,Part replaced,Glove compartment inner,Scratch,1,1,1.0
82705,Ingolstadt,A0021,Polished,Digital dashboard left,Paint drops,0,13,40.0
82706,Sindelfingen,S4213,Checked OK,Nothing specified,Paint drops,0,12,10.0
82707,Sindelfingen,S9845,Part replaced,Glove compartment inner,Paint drops,0,9,1.0
82708,Munich,A0089,Polished,Trunk inner upper,Clip loose,1,6,15.0
82709,Sindelfingen,S9842,Cleaned,Trunk inner upper,Part sticks out,0,7,1.0
82710,Ingolstadt,S4213,Polished,Trunk inner left,Scratch,0,4,2.0
82711,Ingolstadt,A0021,Part replaced,Windscreen,Elektriks defect,0,5,30.0
82712,Ingolstadt,SP8471,Polished,Nothing specified,Scratch,1,3,1.0
82713,Munich,SP8471,Polished,Trunk inner upper,Screw loose,0,10,1.0
82714,Ingolstadt,SP8471,Polished,Digital dashboard left,Part missing,0,7,25.0
82715,Munich,SP8471,Part replaced,Nothing specified,Clip loose,0,8,1.0
82716,Sindelfingen,A0021,Part replaced,Windscreen,Scratch,1,4,1.0
82717,Ingolstadt,SP8471,Cleaned,Digital dashboard middle,Clip loose,0,2,1.0
82718,Ingolstadt,S3513,Part replaced,Nothing specified,Paint drops,0,12,40.0
82719,Munich,SP8471,Polished,Windscreen,Scratch,0,2,1.0
82720,Munich,A0089,Polished,Digital dashboard left,Scratch,1,7,15.0
82721,Munich,S9845,Part replaced,Trunk inner left,Elektriks defect,0,14,45.0
82722,Munich,A0021,Grinded,Front door right,Cable missing,0,9,30.0
82723,Munich,M4719,Checked OK,Nothing specified,Clip loose,0,2,10.0
82724,Ingolstadt,S3513,Dent repaired,Glove compartment inner,Screw loose,0,6,40.0
82725,Ingolstadt,A0008,Polished,Tailgate front,Paint drops,0,10,1.0
82726,Sindelfingen,A0008,Polished,Digital dashboard middle,Clip loose,0,2,30.0
82727,Munich,S3513,Polished,Glove compartment inner,Part missing,0,12,90.0
82728,Sindelfingen,S4213,Dent repaired,Glove compartment inner,Scratch,0,9,1.0
82729,Sindelfingen,S3513,Dent repaired,Front door right,Paint drops,0,1,30.0
82730,Munich,M3417,Part replaced,Roof liner right,Elektriks defect,1,14,5.0
82731,Ingolstadt,A0008,Part replaced,Front door right,Elektriks defect,0,13,3.0
82732,Sindelfingen,S4213,Grinded,Windscreen,Cable missing,0,5,2.0
82733,Sindelfingen,A0021,Polished,Windscreen,Dent,0,10,40.0
82734,Ingolstadt,A0003,Part replaced,Front door right,Label missing,0,6,10.0
82735,Munich,A0100,Checked OK,Roof liner right,Scratch,0,8,1.0
82736,Munich,SP8471,Polished,Trunk inner upper,Dent,0,10,120.0
82737,Sindelfingen,S9842,Dent repaired,Front door right,Part missing,0,13,1.0
82738,Ingolstadt,S5123,Cleaned,Windscreen,Clip loose,0,5,1.0
82739,Ingolstadt,S5123,Part replaced,Tailgate front,Paint drops,0,3,15.0
82740,Ingolstadt,M7120,Part replaced,Windscreen,Scratch,0,12,120.0
82741,Munich,M7120,Polished,Front door right,Part missing,1,12,2.0
82742,Sindelfingen,S9845,Part replaced,Nothing specified,Elektriks defect,1,3,10.0
82743,Ingolstadt,A0021,Polished,Trunk inner upper,Scratch,0,10,1.0
82744,Ingolstadt,A0021,Dent repaired,Seat back left,Polishing error,0,8,1.0
82745,Ingolstadt,S9845,Cleaned,Nothing specified,Clip loose,0,8,1.0
82746,Sindelfingen,M9348,Part replaced,Drivers seat,Cable missing,1,9,40.0
82747,Sindelfingen,S3513,Polished,Tailgate front,Dirt,1,3,1.0
82748,Munich,S5123,Polished,Drivers seat,Clip loose,0,5,10.0
82749,Sindelfingen,S9845,Part replaced,Nothing specified,Cable missing,0,4,5.0
82750,Sindelfingen,S9845,Polished,Glove compartment inner,Scratch,0,7,35.0
82751,Sindelfingen,S4213,Polished,Digital dashboard middle,Elektriks defect,0,10,10.0
82752,Munich,A0021,Cleaned,Nothing specified,Cable missing,0,9,1.0
82753,Sindelfingen,A0087,Polished,Front door right,Paint drops,1,6,5.0
82754,Munich,SP8471,Polished,Seat back left,Scratch,1,13,1.0
82755,Munich,A0087,Cleaned,Drivers seat,Part sticks out,0,13,40.0
82756,Sindelfingen,S4213,Polished,Front door right,Clip loose,0,10,1.0
82757,Ingolstadt,A0100,Part replaced,Nothing specified,Paint drops,0,10,1.0
82758,Munich,S3513,Polished,Windscreen,Paint drops,0,1,255.0
82759,Munich,A0021,Polished,Seat back left,Paint drops,0,8,5.0
82760,Sindelfingen,A0100,Polished,Front door right,Part missing,0,9,5.0
82761,Sindelfingen,A0008,Grinded,Windscreen,Clip loose,0,1,1.0
82762,Sindelfingen,S9845,Cleaned,Digital dashboard middle,Scratch,0,6,1.0
82763,Ingolstadt,SP8471,Polished,Front door right,Paint drops,1,3,30.0
82764,Ingolstadt,A0021,Grinded,Digital dashboard left,Scratch,1,4,10.0
82765,Munich,S3513,Polished,Roof liner right,Part missing,0,10,20.0
82766,Sindelfingen,A0089,Part replaced,Digital dashboard left,Paint drops,0,7,10.0
82767,Sindelfingen,M8439,Polished,Trunk inner upper,Clip loose,1,9,1.0
82768,Ingolstadt,S4213,Grinded,Nothing specified,Paint drops,0,3,5.0
82769,Munich,M8439,Polished,Roof liner right,Clip loose,0,8,5.0
82770,Ingolstadt,S9845,Cleaned,Front door right,Clip loose,0,1,35.0
82771,Munich,A0087,Checked OK,Drivers seat,Scratch,0,2,60.0
82772,Munich,S9845,Cleaned,Digital dashboard left,Paint drops,0,14,1.0
82773,Munich,A0087,Part replaced,Trunk inner left,Dent,1,3,1.0
82774,Sindelfingen,SP8471,Part replaced,Nothing specified,Dirt,1,6,1.0
82775,Munich,S3513,Polished,Roof liner right,Paint drops,0,4,30.0
82776,Sindelfingen,A0087,Part replaced,Roof liner right,Clip loose,1,14,1.0
82777,Munich,S3513,Part replaced,Trunk inner upper,Part missing,0,11,60.0
82778,Munich,S4213,Part replaced,Trunk inner left,Scratch,1,4,90.0
82779,Ingolstadt,A0021,Polished,Digital dashboard middle,Label missing,0,8,1.0
82780,Ingolstadt,S9842,Part replaced,Digital dashboard middle,Elektriks defect,0,9,5.0
82781,Sindelfingen,A0021,Grinded,Front door right,Label missing,0,14,20.0
82782,Sindelfingen,A0021,Part replaced,Digital dashboard middle,Dirt,0,10,1.0
82783,Sindelfingen,SP8471,Polished,Seat back left,Part missing,0,7,90.0
82784,Munich,M9348,Dent repaired,Digital dashboard left,Screw loose,0,4,30.0
82785,Munich,S5123,Polished,Seat back left,Paint drops,1,12,90.0
82786,Munich,A0021,Checked OK,Trunk inner upper,Polishing error,0,5,1.0
82787,Ingolstadt,A0089,Part replaced,Digital dashboard middle,Scratch,0,11,5.0
82788,Ingolstadt,A0087,Dent repaired,Glove compartment inner,Clip loose,1,14,30.0
82789,Munich,S9845,Grinded,Trunk inner upper,Part missing,0,5,10.0
82790,Munich,A0003,Grinded,Trunk inner upper,Paint drops,1,6,1.0
82791,Ingolstadt,A0100,Checked OK,Seat back left,Polishing error,0,4,45.0
82792,Ingolstadt,S3513,Part replaced,Front door right,Paint drops,1,3,30.0
82793,Ingolstadt,S5123,Checked OK,Tailgate front,Part sticks out,0,10,10.0
82794,Sindelfingen,S3513,Part replaced,Windscreen,Clip loose,0,10,5.0
82795,Ingolstadt,S4213,Cleaned,Windscreen,Dirt,1,6,150.0
82796,Sindelfingen,SP8471,Polished,Trunk inner left,Scratch,0,13,1.0
82797,Sindelfingen,S9842,Polished,Roof liner right,Part missing,0,14,5.0
82798,Sindelfingen,S3513,Polished,Glove compartment inner,Clip loose,1,4,1.0
82799,Munich,S3513,Checked OK,Nothing specified,Part missing,0,11,1.0
82800,Munich,S9845,Checked OK,Trunk inner upper,Label missing,1,12,40.0
82801,Ingolstadt,SP8471,Polished,Digital dashboard middle,Dirt,0,4,1.0
82802,Munich,S4213,Polished,Seat back left,Part missing,0,11,1.0
82803,Ingolstadt,A0087,Polished,Roof liner right,Dent,0,5,45.0
82804,Ingolstadt,A0003,Part replaced,Drivers seat,Part missing,0,7,5.0
82805,Munich,S3513,Polished,Drivers seat,Elektriks defect,0,4,10.0
82806,Sindelfingen,S5123,Grinded,Tailgate front,Scratch,0,2,30.0
82807,Sindelfingen,A0021,Cleaned,Tailgate front,Part missing,0,10,1.0
82808,Sindelfingen,A0100,Polished,Front door right,Polishing error,0,14,100.0
82809,Ingolstadt,A0008,Polished,Digital dashboard left,Dent,0,2,40.0
82810,Sindelfingen,M7519,Checked OK,Drivers seat,Scratch,1,2,1.0
82811,Munich,A0089,Part replaced,Roof liner right,Polishing error,0,9,1.0
82812,Sindelfingen,SP8471,Polished,Nothing specified,Part sticks out,0,7,40.0
82813,Ingolstadt,A0087,Dent repaired,Windscreen,Polishing error,0,3,255.0
82814,Sindelfingen,A0003,Grinded,Seat back left,Screw loose,0,6,90.0
82815,Ingolstadt,S4213,Grinded,Seat back left,Screw loose,0,7,30.0
82816,Ingolstadt,A0021,Polished,Tailgate front,Scratch,0,5,1.0
82817,Sindelfingen,A0021,Polished,Nothing specified,Scratch,0,5,1.0
82818,Sindelfingen,A0100,Cleaned,Seat back left,Paint drops,0,6,120.0
82819,Sindelfingen,A0089,Polished,Nothing specified,Dirt,0,14,1.0
82820,Sindelfingen,S3513,Part replaced,Roof liner right,Cable missing,0,9,1.0
82821,Ingolstadt,A0089,Part replaced,Front door right,Paint drops,1,3,30.0
82822,Ingolstadt,A0021,Part replaced,Digital dashboard middle,Dirt,0,6,1.0
82823,Sindelfingen,S9845,Polished,Nothing specified,Dirt,0,3,1.0
82824,Sindelfingen,S9845,Polished,Digital dashboard left,Clip loose,0,8,2.0
82825,Ingolstadt,SP8471,Polished,Digital dashboard middle,Polishing error,0,1,90.0
82826,Sindelfingen,S9842,Grinded,Nothing specified,Polishing error,1,8,20.0
82827,Sindelfingen,M3471,Part replaced,Glove compartment inner,Clip loose,0,9,40.0
82828,Sindelfingen,SP8471,Polished,Trunk inner upper,Screw loose,1,6,1.0
82829,Ingolstadt,S5123,Part replaced,Trunk inner upper,Clip loose,0,7,15.0
82830,Sindelfingen,A0089,Polished,Trunk inner upper,Elektriks defect,0,4,45.0
82831,Ingolstadt,M3417,Cleaned,Glove compartment inner,Screw loose,0,2,90.0
82832,Munich,A0100,Polished,Seat back left,Part missing,0,14,35.0
82833,Munich,S9845,Cleaned,Windscreen,Clip loose,0,4,1.0
82834,Sindelfingen,A0089,Polished,Front door right,Polishing error,0,14,1.0
82835,Ingolstadt,SP8471,Polished,Front door right,Polishing error,0,10,120.0
82836,Ingolstadt,A0008,Cleaned,Tailgate front,Screw loose,0,11,5.0
82837,Ingolstadt,S9842,Checked OK,Digital dashboard middle,Part missing,1,7,1.0
82838,Ingolstadt,A0089,Polished,Front door right,Screw loose,0,2,10.0
82839,Ingolstadt,S3513,Polished,Drivers seat,Paint drops,0,11,3.0
82840,Ingolstadt,A0089,Checked OK,Drivers seat,Scratch,0,6,60.0
82841,Munich,A0003,Polished,Trunk inner upper,Polishing error,0,4,1.0
82842,Sindelfingen,S9845,Grinded,Digital dashboard middle,Label missing,1,3,300.0
82843,Munich,S9845,Polished,Front door right,Paint drops,0,4,90.0
82844,Ingolstadt,A0100,Checked OK,Roof liner right,Elektriks defect,1,4,90.0
82845,Ingolstadt,SP8471,Part replaced,Tailgate front,Cable missing,1,7,90.0
82846,Munich,A0087,Part replaced,Windscreen,Scratch,1,1,75.0
82847,Ingolstadt,A0087,Polished,Trunk inner left,Label missing,0,14,1.0
82848,Sindelfingen,A0100,Checked OK,Drivers seat,Polishing error,0,6,45.0
82849,Munich,SP8471,Polished,Trunk inner upper,Paint drops,0,13,40.0
82850,Ingolstadt,S9845,Polished,Glove compartment inner,Paint drops,1,10,2.0
82851,Ingolstadt,M3417,Part replaced,Drivers seat,Label missing,0,3,30.0
82852,Sindelfingen,M4719,Checked OK,Front door right,Scratch,0,12,1.0
82853,Munich,A0087,Part replaced,Trunk inner left,Elektriks defect,0,13,1.0
82854,Ingolstadt,S9842,Grinded,Front door right,Paint drops,0,4,5.0
82855,Sindelfingen,A0008,Polished,Windscreen,Paint drops,0,7,1.0
82856,Munich,A0087,Part replaced,Seat back left,Part missing,0,5,1.0
82857,Ingolstadt,S9845,Dent repaired,Trunk inner upper,Label missing,1,9,5.0
82858,Sindelfingen,A0087,Polished,Digital dashboard left,Scratch,1,10,1.0
82859,Munich,S4213,Polished,Drivers seat,Scratch,0,5,1.0
82860,Sindelfingen,A0021,Polished,Windscreen,Clip loose,0,12,5.0
82861,Sindelfingen,A0003,Polished,Nothing specified,Cable missing,0,6,1.0
82862,Ingolstadt,S9845,Polished,Roof liner right,Scratch,1,5,1.0
82863,Sindelfingen,A0089,Part replaced,Glove compartment inner,Polishing error,0,11,160.0
82864,Sindelfingen,SP8471,Polished,Digital dashboard left,Scratch,1,7,1.0
82865,Ingolstadt,S4213,Part replaced,Seat back left,Polishing error,0,13,120.0
82866,Ingolstadt,S4213,Grinded,Digital dashboard middle,Scratch,0,8,5.0
82867,Ingolstadt,S3513,Grinded,Glove compartment inner,Polishing error,0,1,1.0
82868,Ingolstadt,S5123,Cleaned,Digital dashboard middle,Dent,1,2,15.0
82869,Sindelfingen,A0087,Grinded,Digital dashboard left,Paint drops,0,1,1.0
82870,Ingolstadt,SP8471,Polished,Nothing specified,Elektriks defect,0,14,35.0
82871,Munich,S9842,Polished,Nothing specified,Paint drops,0,14,1.0
82872,Munich,S5123,Polished,Drivers seat,Clip loose,1,2,1.0
82873,Sindelfingen,S4213,Part replaced,Front door right,Polishing error,0,12,30.0
82874,Ingolstadt,A0021,Grinded,Roof liner right,Clip loose,1,1,1.0
82875,Ingolstadt,A0021,Polished,Drivers seat,Paint drops,0,6,20.0
82876,Ingolstadt,S9845,Cleaned,Drivers seat,Clip loose,1,2,30.0
82877,Ingolstadt,S3513,Polished,Trunk inner upper,Clip loose,0,9,5.0
82878,Munich,A0089,Checked OK,Drivers seat,Label missing,0,1,5.0
82879,Munich,S5123,Checked OK,Seat back left,Clip loose,0,10,1.0
82880,Sindelfingen,S9845,Grinded,Digital dashboard left,Part missing,1,5,1.0
82881,Sindelfingen,M9348,Cleaned,Digital dashboard middle,Clip loose,0,11,1.0
82882,Munich,A0100,Polished,Seat back left,Clip loose,0,2,30.0
82883,Sindelfingen,A0100,Part replaced,Trunk inner upper,Cable missing,0,10,2.0
82884,Munich,M9348,Polished,Digital dashboard left,Paint drops,0,2,40.0
82885,Sindelfingen,A0100,Cleaned,Tailgate front,Scratch,0,3,120.0
82886,Munich,A0021,Dent repaired,Trunk inner upper,Dent,0,1,1.0
82887,Sindelfingen,A0008,Part replaced,Drivers seat,Dent,0,13,3.0
82888,Ingolstadt,S9845,Part replaced,Nothing specified,Paint drops,0,9,5.0
82889,Ingolstadt,A0100,Checked OK,Nothing specified,Part missing,0,12,1.0
82890,Munich,A0089,Part replaced,Tailgate front,Paint drops,0,5,255.0
82891,Ingolstadt,A0100,Part replaced,Roof liner right,Scratch,0,4,40.0
82892,Munich,A0087,Polished,Front door right,Screw loose,0,12,10.0
82893,Munich,S9842,Dent repaired,Roof liner right,Dent,1,6,90.0
82894,Munich,SP8471,Grinded,Digital dashboard middle,Clip loose,1,1,300.0
82895,Ingolstadt,A0100,Polished,Digital dashboard middle,Polishing error,1,13,300.0
82896,Munich,S9842,Part replaced,Glove compartment inner,Polishing error,0,10,1.0
82897,Ingolstadt,A0021,Polished,Drivers seat,Scratch,0,11,1.0
82898,Sindelfingen,A0087,Part replaced,Trunk inner upper,Polishing error,0,5,35.0
82899,Munich,A0003,Checked OK,Windscreen,Dent,1,13,40.0
82900,Ingolstadt,S5123,Polished,Trunk inner upper,Elektriks defect,0,11,1.0
82901,Munich,A0089,Cleaned,Digital dashboard left,Paint drops,1,10,10.0
82902,Ingolstadt,S4213,Grinded,Nothing specified,Scratch,1,6,45.0
82903,Munich,SP8471,Grinded,Seat back left,Clip loose,0,12,20.0
82904,Ingolstadt,A0087,Part replaced,Glove compartment inner,Clip loose,0,4,10.0
82905,Sindelfingen,A0087,Grinded,Digital dashboard middle,Elektriks defect,1,3,15.0
